Year,Total_25_Plus,High_School_Graduates,Bachelors_Degree,Masters_Degree,Professional_Degree,Doctorate_Degree,Civilian_Labor_Force,In_Labor_Force,Unemployed,Total_Poverty_Universe,Below_Poverty_Level,Unemployment_Rate,Poverty_Rate
2022,6126610,1193069,395246,1423801,736281,202396,7037637,4448834,336820,8486975,1459608,4.7859814309831545,17.19821255512123
