Year,Total_25_Plus,High_School_Graduates,Bachelors_Degree,Masters_Degree,Professional_Degree,Doctorate_Degree,Civilian_Labor_Force,In_Labor_Force,Unemployed,Total_Poverty_Universe,Below_Poverty_Level,Unemployment_Rate,Poverty_Rate
2020,5933426,1175601,382261,1340776,692600,194559,6821791,4330138,287478,8238733,1423230,4.214113273185884,17.27486495799779
